,Date,Open,High,Low,Close,Adj.Close,Volume,Rate,Variance
56,1/19/2020,9174,9181.75,9168,9180,9180,108733,-0.065402224,0.001498801
57,1/21/2020,9174,9199.75,9114.75,9169.75,9169.75,438669,0.046326575,0.009265315
58,1/22/2020,9179.5,9254,9174.25,9195.75,9195.75,532160,-0.177024892,0.008687837
59,1/23/2020,9190,9253.5,9151.75,9248.25,9248.25,519015,-0.633841132,0.011071817
60,1/24/2020,9252,9287.25,9109.5,9144.5,9144.5,616950,1.161910938,0.019212062
61,1/26/2020,9077,9077,8994,9004.5,9004.5,875259,0.798722045,0.00914399
62,1/27/2020,9077,9077,8925.5,8954.5,8954.5,758796,1.349564834,0.016690537
63,1/28/2020,8952.5,9136.25,8952.5,9105.25,9105.25,792705,-1.706227311,0.020524993
64,1/29/2020,9119.5,9158.75,9072.25,9098.5,9098.5,632550,0.230275783,0.009485169
65,1/30/2020,9111.25,9240,9003.5,9216.25,9216.25,578408,-1.152421457,0.025956921
66,1/31/2020,9226.5,9248.75,8966,8997.75,8997.75,846585,2.479271663,0.030645424
67,2/2/2020,8982.75,9038.25,8975,9029.5,9029.5,459823,-0.520441958,0.007041274
68,2/3/2020,8982.75,9155.75,8975,9114.25,9114.25,898384,-1.463916952,0.0201219
69,2/4/2020,9099,9369.25,9073,9355,9355,680726,-2.813495989,0.032558523
70,2/5/2020,9357,9462.75,9317.75,9381.5,9381.5,563913,-0.261836059,0.01549642
71,2/6/2020,9390,9464,9362.5,9455.5,9455.5,729548,-0.697550586,0.010809372
72,2/7/2020,9467,9471,9385,9409.5,9409.5,545054,0.60737298,0.009084187
73,2/9/2020,9401.5,9424,9330.75,9353.25,9353.25,338030,0.513215976,0.00991863
74,2/10/2020,9401.5,9531.5,9330.75,9527.5,9527.5,592695,-1.340211668,0.021352976
75,2/11/2020,9525,9609.5,9501.25,9527.25,9527.25,500147,-0.023622047,0.011364829
76,2/12/2020,9536.25,9628.25,9523.75,9625.75,9625.75,589570,-0.938524053,0.010958186
77,2/13/2020,9621.5,9644.75,9511.25,9613,9613,454472,0.088343813,0.013875175
78,2/14/2020,9626.25,9659.25,9588,9632.25,9632.25,613580,-0.062329568,0.007401636
79,2/16/2020,9635,9668.75,9634.25,9663.75,9663.75,297278,-0.298391282,0.003580695
80,2/18/2020,9635,9687.5,9534.25,9636,9636,489387,-0.010378827,0.015905553
81,2/19/2020,9643.25,9748.75,9641.25,9733.5,9733.5,668505,-0.935887797,0.011147694
82,2/20/2020,9744.75,9763,9517,9624.25,9624.25,419130,1.236563278,0.025244362
83,2/21/2020,9617.25,9623.75,9411.5,9458,9458,802424,1.65587876,0.022069718
84,2/23/2020,9355.25,9365,9289,9315,9315,995989,0.430239705,0.008123781
85,2/24/2020,9355.25,9365,9041.25,9091,9091,911839,2.824617194,0.034606237
86,2/25/2020,9091,9224.25,8810,8854.25,8854.25,1171879,2.604223958,0.045567044
87,2/26/2020,8868.25,9037.5,8709.5,8850.25,8850.25,1344897,0.202971274,0.036985877
88,2/27/2020,8811.5,8878.5,8374.5,8850.25,8850.25,1550066,-0.439766215,0.05719798
89,2/28/2020,8347,8574.75,8126.25,8382.75,8382.75,1506884,-0.428297592,0.05373188
90,3/1/2020,8347,8574.75,8126.25,8382.75,8382.75,1513887,-0.428297592,0.05373188
91,3/2/2020,8349.25,8883.25,8224.25,8454,8454,1338786,-1.254603707,0.078929245
92,3/3/2020,8830.5,9002.5,8511,8791.25,8791.25,1277458,0.444482192,0.055659362
93,3/4/2020,8557.5,8950,8508.25,8582.5,8582.5,924629,-0.292141396,0.051621385
94,3/5/2020,8889,8899.75,8610.75,8896.5,8896.5,943408,-0.084373945,0.032512094
95,3/6/2020,8677,8726.5,8310.5,8648.75,8648.75,1083638,0.325573355,0.047942837
96,3/8/2020,8677,8726.5,8310.5,8648.75,8648.75,1086560,0.325573355,0.047942837
97,3/9/2020,8369,8375,7819,8503.25,8503.25,545428,-1.604134305,0.066435655
98,3/10/2020,7893.75,8378.75,7814.25,7951.5,7951.5,967814,-0.731591449,0.071512272
99,3/11/2020,8317,8334.25,7892.75,8331.5,8331.5,976682,-0.17434171,0.053084045
100,3/12/2020,7998.75,8108,7128.5,8003.5,8003.5,861265,-0.059384279,0.122456634
101,3/13/2020,7100,7978,6942.5,7215.25,7215.25,570212,-1.623239437,0.14584507
102,3/15/2020,7100,7978,6942.5,7215.25,7215.25,578813,-1.623239437,0.14584507
103,3/16/2020,7919.75,7920,6906,7900.75,7900.75,416627,0.239906563,0.128034345
104,3/17/2020,7294.25,7551.25,6931.25,7182.75,7182.75,154561400,1.528601296,0.084998458
105,3/18/2020,7343.25,7380,6810,7392.25,7392.25,502686,-0.667279474,0.077622306
106,3/19/2020,7234.25,7502.5,6874.25,7205.5,7205.5,509651,0.397415074,0.086843833
107,3/20/2020,7177,7629,6952,7273.5,7273.5,554317,-1.344572941,0.094329107
108,3/22/2020,6798,6798,6628.75,6688.75,6688.75,321230,1.607090321,0.024897029
109,3/23/2020,6733.5,7316.25,6666,7085.25,7085.25,222847705,-5.223880597,0.096569392
110,3/24/2020,7156.25,7634,7132.25,7484.5,7484.5,186762087,-4.586899563,0.070113537
111,3/25/2020,7435.25,7761,7371.5,7462,7462,242979235,-0.359772704,0.052385596
112,3/26/2020,7445.5,7893.5,7310.25,7856,7856,196928629,-5.513397354,0.078335908
113,3/27/2020,7767.75,7806.75,7551.25,7561,7561,155867209,2.661645908,0.032892408
114,3/29/2020,7395.75,7507.25,7367.25,7489.25,7489.25,1256384,-1.264239597,0.018929791
115,3/30/2020,7547,7885,7492,7871.25,7871.25,165079683,-4.296409169,0.052073672
116,3/31/2020,7881.25,7995,7705,7720,7720,152926788,2.045995242,0.036796193
117,4/1/2020,7692.75,7694.5,7404.25,7498,7498,158305604,2.531604433,0.037730331
118,4/2/2020,7525.5,7656.25,7376,7587.25,7587.25,160830424,-0.820543485,0.03724005
119,4/3/2020,7560.25,7660.25,7423.5,7522,7522,125484933,0.50593565,0.031315102
120,4/5/2020,NA,NA,NA,NA,NA,NA,NA,NA
121,4/6/2020,7789.75,8099,7750,8075.25,8075.25,164979484,-3.665072692,0.044802465
122,4/7/2020,8034.25,8303.25,7948,8029.75,8029.75,525510,0.056010206,0.044216946
123,4/8/2020,8042,8242,7981,8231.75,8231.75,164021285,-2.35948769,0.032454613
124,4/9/2020,8168,8326.25,8101.75,8238.75,8238.75,190921520,-0.866185113,0.027485309
